id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
159,croconaw,water,,torrent,sheer-force,,65,80,80,59,63,58,25.0,1.1,405,5200,4095,1.355931973570852,197,208,346,0.854320987654321,1,1,Support
160,feraligatr,water,,torrent,sheer-force,,85,105,100,79,83,78,88.8,2.3,530,8500,7055,1.3291137558083852,262,268,451,0.8509433962264151,1,7,Bulky Offense
161,sentret,normal,,run-away,keen-eye,frisk,35,46,34,35,45,20,6.0,0.8,215,1190,1575,1.3142853387756177,101,114,180,0.8372093023255814,0,4,Support
162,furret,normal,,run-away,keen-eye,frisk,85,76,64,45,55,90,32.5,1.8,415,5440,4675,1.6888885135803302,211,204,370,0.891566265060241,2,1,Physical Sweeper
163,hoothoot,flying,normal,insomnia,keen-eye,tinted-lens,60,30,30,36,56,50,21.2,0.7,262,1800,3360,0.8333331018519161,116,146,232,0.8854961832061069,1,4,Support
164,noctowl,flying,normal,insomnia,keen-eye,tinted-lens,100,50,50,86,96,70,40.8,1.6,452,5000,9600,0.5813952812331068,206,246,402,0.8893805309734514,1,7,Tank/Wall
165,ledyba,bug,flying,swarm,early-bird,rattled,40,20,30,40,80,55,10.8,1.0,265,1200,3200,0.4999998750000312,115,150,245,0.9245283018867924,1,4,Support
166,ledian,bug,flying,swarm,early-bird,iron-fist,55,35,50,55,110,85,35.6,1.4,390,2750,6050,0.6363635206611781,175,215,355,0.9102564102564102,2,1,Special Sweeper
167,spinarak,bug,poison,swarm,insomnia,sniper,40,60,40,40,40,30,8.5,0.5,250,1600,1600,1.4999996250000935,130,120,210,0.84,0,4,Support
168,ariados,bug,poison,swarm,insomnia,sniper,70,90,70,60,70,40,33.5,1.1,400,4900,4900,1.4999997500000417,190,210,340,0.85,0,4,Support
169,crobat,flying,poison,inner-focus,infiltrator,,85,90,80,70,80,130,75.0,1.8,535,6800,6800,1.2857141020408425,290,245,465,0.8691588785046729,4,0,Physical Sweeper
170,chinchou,electric,water,volt-absorb,illuminate,water-absorb,75,38,38,56,56,67,12.0,0.5,330,2850,4200,0.6785713073979808,161,169,292,0.8848484848484849,1,4,Support
171,lanturn,electric,water,volt-absorb,illuminate,water-absorb,125,58,58,76,76,67,22.5,1.2,460,7250,9500,0.7631577943213428,201,259,402,0.8739130434782608,1,7,Tank/Wall
172,pichu,electric,,static,lightning-rod,,20,40,15,35,35,60,2.0,0.3,205,300,700,1.1428568163266235,135,70,170,0.8292682926829268,1,4,Support
173,cleffa,fairy,,cute-charm,magic-guard,friend-guard,50,25,28,45,55,15,3.0,0.3,218,1400,2750,0.5555554320987929,85,133,193,0.8853211009174312,0,4,Support
174,igglybuff,fairy,normal,cute-charm,competitive,friend-guard,90,30,15,40,20,15,1.0,0.3,210,1350,1800,0.7499998125000468,85,125,180,0.8571428571428571,0,4,Support
175,togepi,fairy,,hustle,serene-grace,super-luck,35,20,65,40,65,20,1.5,0.3,245,2275,2275,0.4999998750000312,80,165,225,0.9183673469387756,0,4,Support
176,togetic,fairy,flying,hustle,serene-grace,super-luck,55,40,85,80,105,40,3.2,0.6,405,4675,5775,0.4999999375000078,160,245,365,0.9012345679012346,0,7,Tank/Wall
177,natu,flying,psychic,synchronize,early-bird,magic-bounce,40,50,45,70,45,70,2.0,0.2,320,1800,1800,0.7142856122449125,190,130,270,0.84375,1,4,Support
178,xatu,flying,psychic,synchronize,early-bird,magic-bounce,65,75,70,95,70,95,15.0,1.5,470,4550,4550,0.789473601108042,265,205,395,0.8404255319148937,2,1,Special Sweeper
179,mareep,electric,,static,plus,,55,40,40,65,45,35,7.8,0.6,280,2200,2475,0.6153845207100737,140,140,240,0.8571428571428571,0,4,Support
180,flaaffy,electric,,static,plus,,70,55,55,80,60,45,13.3,0.8,365,3850,4200,0.6874999140625108,180,185,310,0.8493150684931506,0,4,Support
181,ampharos,electric,,static,plus,,90,75,85,115,90,55,61.5,1.4,510,7650,8100,0.6521738563327081,245,265,435,0.8529411764705882,1,7,Bulky Offense
182,bellossom,grass,,chlorophyll,healer,,75,80,95,90,100,50,5.8,0.4,490,7125,7500,0.8888887901234678,220,270,410,0.8367346938775511,1,7,Tank/Wall
183,marill,fairy,water,thick-fat,huge-power,sap-sipper,70,20,50,20,50,40,8.5,0.4,250,3500,3500,0.99999950000025,80,170,230,0.92,0,4,Support
184,azumarill,fairy,water,thick-fat,huge-power,sap-sipper,100,50,80,60,80,50,28.5,0.8,420,8000,8000,0.8333331944444675,160,260,370,0.8809523809523809,1,7,Tank/Wall
185,sudowoodo,rock,,sturdy,rock-head,rattled,70,100,115,30,65,30,38.0,1.2,410,8050,4550,3.3333322222225927,160,250,380,0.926829268292683,0,3,Tank/Wall
186,politoed,water,,water-absorb,damp,drizzle,90,75,75,90,100,70,33.9,1.1,500,6750,9000,0.833333240740751,235,265,425,0.85,1,7,Bulky Offense
187,hoppip,flying,grass,chlorophyll,leaf-guard,infiltrator,35,35,40,35,55,50,0.5,0.4,250,1400,1925,0.9999997142857958,120,130,215,0.86,1,4,Support
188,skiploom,flying,grass,chlorophyll,leaf-guard,infiltrator,55,45,50,45,65,80,1.0,0.6,340,2750,3575,0.9999997777778272,170,170,295,0.8676470588235294,2,1,Hybrid Offense
189,jumpluff,flying,grass,chlorophyll,leaf-guard,infiltrator,75,55,70,55,95,110,3.0,0.8,460,5250,7125,0.9999998181818512,220,240,405,0.8804347826086957,3,0,Hybrid Offense
190,aipom,normal,,run-away,pickup,skill-link,55,70,55,40,55,85,11.5,0.8,360,3025,3025,1.7499995625001092,195,165,320,0.8888888888888888,2,1,Physical Sweeper
191,sunkern,grass,,chlorophyll,solar-power,early-bird,30,30,30,30,30,30,1.8,0.3,180,900,900,0.9999996666667778,90,90,150,0.8333333333333334,0,4,Support
192,sunflora,grass,,chlorophyll,solar-power,early-bird,75,75,55,105,85,30,8.5,0.8,425,4125,6375,0.7142856462585099,210,215,350,0.8235294117647058,0,7,Support
193,yanma,bug,flying,speed-boost,compound-eyes,frisk,65,65,45,75,45,95,38.0,1.2,390,2925,2925,0.8666665511111264,235,155,325,0.8333333333333334,2,1,Hybrid Offense
194,wooper,ground,water,damp,water-absorb,unaware,55,45,45,25,25,15,8.5,0.4,210,2475,1375,1.799999280000288,85,125,185,0.8809523809523809,0,4,Support
195,quagsire,ground,water,damp,water-absorb,unaware,95,85,85,65,65,35,75.0,1.4,430,8075,6175,1.3076921065089069,185,245,365,0.8488372093023255,0,7,Tank/Wall
196,espeon,psychic,,synchronize,magic-bounce,,65,65,60,130,95,110,26.5,0.9,525,3900,6175,0.4999999615384645,305,220,460,0.8761904761904762,3,0,Special Sweeper
197,umbreon,dark,,synchronize,inner-focus,,95,65,110,60,130,65,27.0,1.0,525,10450,12350,1.0833331527778078,190,335,465,0.8857142857142857,1,7,Tank/Wall
198,murkrow,dark,flying,insomnia,super-luck,prankster,60,85,42,85,42,91,2.1,0.5,405,2520,2520,0.999999882352955,261,144,320,0.7901234567901234,2,1,Hybrid Offense
199,slowking,psychic,water,oblivious,own-tempo,regenerator,95,75,80,100,110,30,79.5,2.0,490,7600,10450,0.7499999250000075,205,285,415,0.8469387755102041,0,7,Tank/Wall
200,misdreavus,ghost,,levitate,,,60,60,60,85,85,85,1.0,0.7,435,3600,5100,0.7058822698962035,230,205,375,0.8620689655172413,2,1,Special Sweeper
201,unown,psychic,,levitate,,,48,72,48,72,48,48,5.0,0.5,336,2304,2304,0.9999998611111304,192,144,264,0.7857142857142857,0,4,Support
202,wobbuffet,psychic,,shadow-tag,telepathy,,190,33,58,33,58,33,28.5,1.3,405,11020,11020,0.9999996969697889,99,306,372,0.9185185185185184,0,7,Tank/Wall
203,girafarig,normal,psychic,inner-focus,early-bird,sap-sipper,70,80,65,90,65,85,41.5,1.5,455,4550,4550,0.8888887901234678,255,200,375,0.8241758241758241,2,1,Hybrid Offense
204,pineco,bug,,sturdy,overcoat,,50,65,90,35,35,15,7.2,0.6,290,4500,1750,1.8571423265307636,115,175,255,0.8793103448275862,0,4,Support
205,forretress,bug,steel,sturdy,overcoat,,75,90,140,60,60,40,125.8,1.2,465,10500,4500,1.4999997500000417,190,275,405,0.8709677419354839,0,3,Tank/Wall
206,dunsparce,normal,,serene-grace,run-away,rattled,100,70,70,65,65,45,14.0,1.5,415,7000,6500,1.076922911242629,180,235,350,0.8433734939759037,0,7,Tank/Wall
207,gligar,flying,ground,hyper-cutter,sand-veil,immunity,65,75,105,35,65,85,64.8,1.1,430,6825,4225,2.142856530612419,195,235,395,0.9186046511627908,2,3,Physical Sweeper
208,steelix,ground,steel,rock-head,sturdy,sheer-force,75,85,200,55,65,30,400.0,9.2,510,15000,4875,1.5454542644628608,170,340,455,0.8921568627450981,0,3,Tank/Wall
209,snubbull,fairy,,intimidate,run-away,rattled,60,80,50,40,40,30,7.8,0.6,300,3000,2400,1.999999500000125,150,150,260,0.8666666666666667,0,4,Support
210,granbull,fairy,,intimidate,quick-feet,rattled,90,120,75,60,60,45,48.7,1.4,450,6750,5400,1.999999666666722,225,225,390,0.8666666666666667,0,3,Bulky Offense
211,qwilfish,poison,water,poison-point,swift-swim,intimidate,65,95,85,55,55,85,3.9,0.5,440,5525,3575,1.7272724132231976,235,205,385,0.875,2,1,Physical Sweeper
212,scizor,bug,steel,swarm,technician,light-metal,70,130,100,55,80,65,118.0,1.8,500,7000,5600,2.3636359338843755,250,250,445,0.89,1,3,Bulky Offense
213,shuckle,bug,rock,sturdy,gluttony,contrary,20,10,230,10,230,5,20.5,0.6,505,4600,4600,0.999999000001,25,480,495,0.9801980198019802,0,7,Tank/Wall
214,heracross,bug,fighting,swarm,guts,moxie,80,125,75,40,95,85,54.0,1.5,500,6000,7600,3.124999218750195,250,250,460,0.92,2,3,Physical Sweeper
215,sneasel,dark,ice,inner-focus,keen-eye,pickpocket,55,95,55,35,75,115,28.0,0.9,430,3025,4125,2.7142849387757315,245,185,395,0.9186046511627908,3,1,Physical Sweeper
216,teddiursa,normal,,pickup,quick-feet,honey-gather,60,80,50,50,50,40,8.8,0.6,330,3000,3000,1.599999680000064,170,160,280,0.8484848484848485,0,4,Support
217,ursaring,normal,,guts,quick-feet,unnerve,90,130,75,75,75,55,125.8,1.8,500,6750,6750,1.733333102222253,260,240,425,0.85,1,3,Bulky Offense
218,slugma,fire,,magma-armor,flame-body,weak-armor,40,40,40,70,40,20,35.0,0.7,250,1600,1600,0.57142848979593,130,120,210,0.84,0,4,Support
219,magcargo,fire,rock,magma-armor,flame-body,weak-armor,60,50,120,90,80,30,55.0,0.8,430,7200,4800,0.5555554938271673,170,260,380,0.8837209302325582,0,7,Tank/Wall
220,swinub,ground,ice,oblivious,snow-cloak,thick-fat,50,50,40,30,30,50,6.5,0.4,250,2000,1500,1.6666661111112964,130,120,220,0.88,1,4,Support
221,piloswine,ground,ice,oblivious,snow-cloak,thick-fat,100,100,80,60,60,50,55.8,1.1,450,8000,6000,1.666666388888935,210,240,390,0.8666666666666667,1,3,Bulky Offense
222,corsola,rock,water,hustle,natural-cure,regenerator,65,55,95,65,95,35,5.0,0.6,410,6175,6175,0.8461537159763514,155,255,355,0.8658536585365854,0,7,Tank/Wall
223,remoraid,water,,hustle,sniper,moody,35,65,35,65,35,65,12.0,0.6,300,1225,1225,0.9999998461538696,195,105,235,0.7833333333333333,1,4,Support
224,octillery,water,,suction-cups,sniper,moody,75,105,75,105,75,45,28.5,0.9,480,5625,5625,0.9999999047619138,255,225,375,0.78125,0,7,Bulky Offense
225,delibird,flying,ice,vital-spirit,hustle,insomnia,45,55,45,65,45,75,16.0,0.9,330,2025,2025,0.8461537159763514,195,135,275,0.8333333333333334,1,4,Support
226,mantine,flying,water,swift-swim,water-absorb,water-veil,85,40,70,80,140,70,220.0,2.1,485,5950,11900,0.4999999375000078,190,295,445,0.9175257731958762,1,7,Tank/Wall
227,skarmory,flying,steel,keen-eye,sturdy,weak-armor,65,80,140,40,70,70,50.5,1.7,465,9100,4550,1.999999500000125,190,275,425,0.913978494623656,1,3,Tank/Wall
228,houndour,dark,fire,early-bird,flash-fire,unnerve,45,60,30,80,50,65,10.8,0.6,330,1350,2250,0.7499999062500117,205,125,270,0.8181818181818182,1,4,Support
229,houndoom,dark,fire,early-bird,flash-fire,unnerve,75,90,50,110,80,95,35.0,1.4,500,3750,6000,0.8181817438016596,295,205,410,0.82,2,1,Special Sweeper
230,kingdra,dragon,water,swift-swim,sniper,damp,75,95,95,95,95,85,152.0,1.8,540,7125,7125,0.9999998947368532,275,265,445,0.8240740740740741,2,7,Hybrid Offense
231,phanpy,ground,,pickup,sand-veil,,90,60,60,40,40,40,33.5,0.5,330,5400,3600,1.4999996250000935,140,190,290,0.8787878787878788,0,4,Support
232,donphan,ground,,sturdy,sand-veil,,90,120,120,60,60,50,120.0,1.1,500,10800,5400,1.999999666666722,230,270,440,0.88,1,3,Tank/Wall
233,porygon2,normal,,trace,download,analytic,85,80,90,105,95,60,32.5,0.6,515,7650,8075,0.7619046893424105,245,270,435,0.8446601941747572,1,7,Bulky Offense
234,stantler,normal,,intimidate,frisk,sap-sipper,73,95,62,85,65,85,71.2,1.4,465,4526,4745,1.1176469273356555,265,200,380,0.8172043010752689,2,1,Hybrid Offense
235,smeargle,normal,,own-tempo,technician,moody,55,20,35,20,45,75,58.0,1.2,250,1925,2475,0.99999950000025,115,135,230,0.92,1,4,Support
236,tyrogue,fighting,,guts,steadfast,vital-spirit,35,35,35,35,35,35,21.0,0.7,210,1225,1225,0.9999997142857958,105,105,175,0.8333333333333334,0,4,Support
237,hitmontop,fighting,,intimidate,technician,steadfast,50,95,95,35,110,70,48.0,1.4,455,4750,5500,2.7142849387757315,200,255,420,0.9230769230769232,1,3,Tank/Wall
238,smoochum,ice,psychic,oblivious,forewarn,hydration,45,30,15,85,65,65,6.0,0.4,305,675,2925,0.3529411349481017,180,125,275,0.9016393442622952,1,4,Support
239,elekid,electric,,static,vital-spirit,,45,63,37,65,55,95,23.5,0.6,360,1665,2475,0.969230620118366,223,137,297,0.825,2,1,Hybrid Offense
240,magby,fire,,flame-body,vital-spirit,,45,75,37,70,55,83,21.4,0.7,365,1665,2475,1.0714284183673688,228,137,295,0.8082191780821918,2,1,Hybrid Offense
241,miltank,normal,,thick-fat,scrappy,sap-sipper,95,80,105,40,70,100,75.5,1.2,490,9975,6650,1.999999500000125,220,270,450,0.9183673469387756,3,3,Physical Sweeper
242,blissey,normal,,natural-cure,serene-grace,healer,255,10,10,75,135,55,46.8,1.5,540,2550,34425,0.1333333155555579,140,400,530,0.9814814814814816,1,2,Tank/Wall
243,raikou,electric,,pressure,inner-focus,,90,85,75,115,100,115,178.0,1.9,580,6750,9000,0.7391303705104025,315,265,495,0.853448275862069,3,0,Special Sweeper
244,entei,fire,,pressure,inner-focus,,115,115,85,90,75,100,198.0,2.1,580,9775,8625,1.2777776358024848,305,275,490,0.8448275862068966,3,2,Physical Sweeper
245,suicune,water,,pressure,inner-focus,,100,75,115,90,115,85,187.0,2.0,580,11500,11500,0.833333240740751,250,330,505,0.8706896551724138,2,2,Special Sweeper
246,larvitar,ground,rock,guts,sand-veil,,50,64,50,45,50,41,72.0,0.6,300,2500,2500,1.4222219061729096,150,150,255,0.85,0,4,Support
247,pupitar,ground,rock,shed-skin,,,70,84,70,65,70,51,152.0,1.2,410,4900,4900,1.2923074934911547,200,210,345,0.8414634146341463,1,1,Support
248,tyranitar,dark,rock,sand-stream,unnerve,,100,134,110,95,100,61,202.0,2.0,600,11000,10000,1.410526167313035,290,310,505,0.8416666666666667,1,2,Bulky Offense
249,lugia,flying,psychic,pressure,multiscale,,106,90,130,90,154,110,216.0,5.2,680,13780,16324,0.9999998888889012,290,390,590,0.8676470588235294,3,2,Hybrid Offense
250,ho-oh,fire,flying,pressure,regenerator,,106,130,90,110,154,90,199.0,3.8,680,9540,16324,1.181818074380175,330,350,570,0.8382352941176471,2,2,Physical Sweeper
251,celebi,grass,psychic,natural-cure,,,100,100,100,100,100,100,5.0,0.6,600,10000,10000,0.99999990000001,300,300,500,0.8333333333333334,3,2,Hybrid Offense
252,treecko,grass,,overgrow,unburden,,40,45,35,65,55,70,5.0,0.5,310,1400,2200,0.6923075857988329,180,130,265,0.8548387096774194,1,4,Support
253,grovyle,grass,,overgrow,unburden,,50,65,45,85,65,95,21.6,0.9,405,2250,3250,0.7647057923875538,245,160,340,0.8395061728395061,2,1,Special Sweeper
254,sceptile,grass,,overgrow,unburden,,70,85,65,105,85,120,52.2,1.7,530,4550,5950,0.8095237324263111,310,220,445,0.839622641509434,4,0,Special Sweeper
255,torchic,fire,,blaze,speed-boost,,45,60,40,70,50,45,2.5,0.4,310,1800,2250,0.857142734693895,175,135,250,0.8064516129032258,0,4,Support
256,combusken,fighting,fire,blaze,speed-boost,,60,85,60,85,60,55,19.5,0.9,405,3600,3600,0.999999882352955,225,180,320,0.7901234567901234,1,1,Support
257,blaziken,fighting,fire,blaze,speed-boost,,80,120,70,110,70,80,52.0,1.9,530,5600,5600,1.090908991735546,310,220,420,0.7924528301886793,2,1,Hybrid Offense
258,mudkip,water,,torrent,damp,,50,70,50,50,50,40,7.6,0.4,310,2500,2500,1.399999720000056,160,150,260,0.8387096774193549,0,4,Support
259,marshtomp,ground,water,torrent,damp,,70,85,70,60,70,50,28.0,0.7,405,4900,4900,1.416666430555595,195,210,345,0.8518518518518519,1,1,Support
260,swampert,ground,water,torrent,damp,,100,110,90,85,90,60,81.9,1.5,535,9000,9000,1.2941174948097065,255,280,450,0.8411214953271028,1,7,Bulky Offense
261,poochyena,dark,,run-away,quick-feet,rattled,35,55,35,30,30,35,13.6,0.5,220,1225,1050,1.833332722222426,120,100,190,0.8636363636363636,0,4,Support
262,mightyena,dark,,intimidate,quick-feet,moxie,70,90,70,60,60,70,37.0,1.0,420,4900,4200,1.4999997500000417,220,200,360,0.8571428571428571,1,1,Support
263,zigzagoon,normal,,pickup,gluttony,quick-feet,38,30,41,30,41,60,17.5,0.4,240,1558,1558,0.9999996666667778,120,120,210,0.875,1,4,Support
264,linoone,normal,,pickup,gluttony,quick-feet,78,70,61,50,61,100,32.5,0.5,420,4758,4758,1.399999720000056,220,200,370,0.8809523809523809,3,1,Physical Sweeper
265,wurmple,bug,,shield-dust,run-away,,45,45,35,20,30,20,3.6,0.3,195,1575,1350,2.2499988750005624,85,110,175,0.8974358974358975,0,4,Support
266,silcoon,bug,,shed-skin,,,50,35,55,25,25,15,10.0,0.6,205,2750,1250,1.399999440000224,75,130,180,0.8780487804878049,0,4,Support
267,beautifly,bug,flying,swarm,rivalry,,60,70,50,100,50,65,28.4,1.0,395,3000,3000,0.6999999300000069,235,160,325,0.8227848101265823,1,1,Support
268,cascoon,bug,,shed-skin,,,50,35,55,25,25,15,11.5,0.7,205,2750,1250,1.399999440000224,75,130,180,0.8780487804878049,0,4,Support
269,dustox,bug,poison,shield-dust,compound-eyes,,60,50,70,50,90,65,31.6,1.2,385,4200,5400,0.99999980000004,165,220,335,0.8701298701298701,1,1,Support
270,lotad,grass,water,swift-swim,rain-dish,own-tempo,40,30,30,40,50,30,2.6,0.5,220,1200,2000,0.7499998125000468,100,120,190,0.8636363636363636,0,4,Support
271,lombre,grass,water,swift-swim,rain-dish,own-tempo,60,50,50,60,70,50,32.5,1.2,340,3000,4200,0.8333331944444675,160,180,290,0.8529411764705882,1,4,Support
272,ludicolo,grass,water,swift-swim,rain-dish,own-tempo,80,70,70,90,100,70,55.0,1.5,480,5600,8000,0.7777776913580343,230,250,410,0.8541666666666666,1,7,Bulky Offense
273,seedot,grass,,chlorophyll,early-bird,pickpocket,40,40,50,30,30,30,4.0,0.5,220,2000,1200,1.333332888889037,100,120,190,0.8636363636363636,0,4,Support
274,nuzleaf,dark,grass,chlorophyll,early-bird,pickpocket,70,70,40,60,40,60,28.0,1.0,340,2800,2800,1.1666664722222546,190,150,280,0.8235294117647058,1,4,Support
275,shiftry,dark,grass,chlorophyll,wind-rider,pickpocket,90,100,60,90,60,80,59.6,1.3,480,5400,5400,1.1111109876543346,270,210,390,0.8125,2,1,Hybrid Offense
276,taillow,flying,normal,guts,scrappy,,40,55,30,30,30,85,2.3,0.3,270,1200,1200,1.833332722222426,170,100,240,0.8888888888888888,2,4,Physical Sweeper
277,swellow,flying,normal,guts,scrappy,,60,85,60,75,50,125,19.8,0.7,455,3600,3000,1.1333331822222423,285,170,380,0.8351648351648352,4,0,Hybrid Offense
278,wingull,flying,water,keen-eye,hydration,rain-dish,40,30,30,55,30,85,9.5,0.6,270,1200,1200,0.5454544462810097,170,100,240,0.8888888888888888,2,4,Special Sweeper
279,pelipper,flying,water,keen-eye,drizzle,rain-dish,60,50,100,95,70,65,28.0,1.2,440,6000,4200,0.526315734072028,210,230,390,0.8863636363636364,1,1,Bulky Offense
280,ralts,fairy,psychic,synchronize,trace,telepathy,28,25,25,45,35,40,6.6,0.4,198,700,980,0.5555554320987929,110,88,173,0.8737373737373737,0,4,Support
281,kirlia,fairy,psychic,synchronize,trace,telepathy,38,35,35,65,55,50,20.2,0.8,278,1330,2090,0.5384614556213145,150,128,243,0.8741007194244604,1,4,Support
282,gardevoir,fairy,psychic,synchronize,trace,telepathy,68,65,65,125,115,80,48.4,1.6,518,4420,7820,0.5199999584000033,270,248,453,0.8745173745173745,2,1,Special Sweeper
283,surskit,bug,water,swift-swim,rain-dish,,40,30,32,50,52,65,1.7,0.5,269,1280,2080,0.5999998800000239,145,124,239,0.8884758364312267,1,4,Support
284,masquerain,bug,flying,intimidate,unnerve,,70,60,62,100,82,80,3.6,0.8,454,4340,5740,0.599999940000006,240,214,394,0.8678414096916299,2,1,Special Sweeper
285,shroomish,grass,,effect-spore,poison-heal,quick-feet,60,40,60,40,60,35,4.5,0.4,295,3600,3600,0.9999997500000624,115,180,255,0.864406779661017,0,4,Support
286,breloom,fighting,grass,effect-spore,poison-heal,technician,60,130,80,60,60,70,39.2,1.2,460,4800,3600,2.1666663055556157,260,200,400,0.8695652173913043,1,1,Support
287,slakoth,normal,,truant,,,60,60,60,35,35,30,24.0,0.8,280,3600,2100,1.7142852244899358,125,155,245,0.875,0,4,Support
288,vigoroth,normal,,vital-spirit,,,80,80,80,55,55,90,46.5,1.4,440,6400,4400,1.454545190082693,225,215,385,0.875,2,1,Physical Sweeper
289,slaking,normal,,truant,,,150,160,100,95,65,100,130.5,2.0,670,15000,9750,1.6842103490304896,355,315,575,0.8582089552238806,3,2,Physical Sweeper
290,nincada,bug,ground,compound-eyes,run-away,,31,45,90,30,30,40,5.5,0.5,266,2790,930,1.499999500000167,115,151,236,0.8872180451127819,0,4,Support
291,ninjask,bug,flying,speed-boost,infiltrator,,61,90,45,50,50,160,12.0,0.8,456,2745,3050,1.799999640000072,300,156,406,0.8903508771929824,4,0,Physical Sweeper
292,shedinja,bug,ghost,wonder-guard,,,1,90,45,30,30,40,1.2,0.8,236,45,30,2.999999000000334,160,76,206,0.8728813559322034,0,4,Support
293,whismur,normal,,soundproof,rattled,,64,51,23,51,23,28,16.3,0.6,240,1472,1472,0.999999803921607,130,110,189,0.7875,0,4,Support
