id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,bst_efficiency,speed_tier
768,golisopod,bug,water,emergency-exit,,,75,125,140,60,90,40,108.0,2.0,530,10500,6750,2.0833329861111687,225,305,1.0,0
769,sandygast,ghost,ground,water-compaction,sand-veil,,55,55,80,70,45,15,70.0,0.5,320,4400,2475,0.7857141734694038,140,180,1.0,0
770,palossand,ghost,ground,water-compaction,sand-veil,,85,75,110,100,75,35,250.0,1.3,480,9350,6375,0.7499999250000075,210,270,1.0,0
771,pyukumuku,water,,innards-out,unaware,,55,60,130,30,130,5,1.2,0.3,410,7150,7150,1.9999993333335555,95,315,1.0,0
772,type-null,normal,,battle-armor,,,95,95,95,95,95,59,120.5,1.9,534,9025,9025,0.9999998947368531,249,285,1.0,1
773,silvally,normal,,rks-system,,,95,95,95,95,95,95,100.5,2.3,570,9025,9025,0.9999998947368531,285,285,1.0,2
774,minior-red-meteor,rock,flying,shields-down,,,60,60,100,60,100,60,40.0,0.3,440,6000,6000,0.9999998333333611,180,260,1.0,1
775,komala,normal,,comatose,,,65,115,65,75,95,65,19.9,0.4,480,4225,6175,1.533333128888916,255,225,1.0,1
776,turtonator,fire,dragon,shell-armor,,,60,78,135,91,85,36,212.0,2.0,485,8100,5100,0.8571427629513447,205,280,1.0,0
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,3.3,0.3,435,4095,4745,2.449999387500153,234,201,1.0,2
778,mimikyu-disguised,ghost,fairy,disguise,,,55,90,80,50,105,96,0.7,0.2,476,4400,5775,1.799999640000072,236,240,1.0,2
779,bruxish,water,psychic,dazzling,strong-jaw,wonder-skin,68,105,70,70,70,92,19.0,0.9,475,4760,4760,1.4999997857143164,267,208,1.0,2
780,drampa,normal,dragon,berserk,sap-sipper,cloud-nine,78,60,85,135,91,36,185.0,3.0,485,6630,7098,0.4444444115226362,231,254,1.0,0
781,dhelmise,ghost,grass,steelworker,,,70,131,100,86,90,40,210.0,3.9,517,7000,6300,1.52325563683074,257,260,1.0,0
782,jangmo-o,dragon,,bulletproof,soundproof,overcoat,45,55,65,45,45,45,29.7,0.6,300,2925,2025,1.2222219506173442,145,155,1.0,0
783,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65,47.0,1.2,420,4950,3850,1.1538459763313882,205,215,1.0,1
784,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,78.2,1.6,600,9375,7875,1.099999890000011,295,305,1.0,2
785,tapu-koko,electric,fairy,electric-surge,telepathy,,70,115,85,95,75,130,20.5,1.8,570,5950,5250,1.2105261883656644,340,230,1.0,4
786,tapu-lele,psychic,fairy,psychic-surge,telepathy,,70,85,75,130,115,95,18.6,1.2,570,5250,8050,0.6538461035502997,310,260,1.0,2
787,tapu-bulu,grass,fairy,grassy-surge,telepathy,,70,130,115,85,95,75,45.5,1.9,570,8050,6650,1.5294115847751075,290,280,1.0,1
788,tapu-fini,water,fairy,misty-surge,telepathy,,70,75,115,95,130,85,21.2,1.3,570,8050,9100,0.789473601108042,255,315,1.0,2
789,cosmog,psychic,,unaware,,,43,29,31,29,31,37,0.1,0.2,200,1333,1333,0.9999996551725328,95,105,1.0,0
790,cosmoem,psychic,,sturdy,,,43,29,131,29,131,37,999.9,0.1,400,5633,5633,0.9999996551725328,95,305,1.0,0
791,solgaleo,psychic,steel,full-metal-body,,,137,137,107,113,89,97,230.0,3.4,680,14659,12193,1.2123892732398873,347,333,1.0,2
792,lunala,psychic,ghost,shadow-shield,,,137,113,89,137,107,97,120.0,4.0,680,12193,14659,0.8248174580425213,347,333,1.0,2
793,nihilego,rock,poison,beast-boost,,,109,53,47,127,131,103,55.5,1.2,570,5123,14279,0.41732280178560616,283,287,1.0,3
794,buzzwole,bug,fighting,beast-boost,,,107,139,139,53,53,79,333.6,2.4,570,14873,5671,2.622641014596035,271,299,1.0,1
795,pheromosa,bug,fighting,beast-boost,,,71,137,37,137,37,151,25.0,1.8,570,2627,2627,0.9999999270073046,425,145,1.0,4
796,xurkitree,electric,,beast-boost,,,83,89,71,173,71,83,100.0,3.8,570,5893,5893,0.5144508373149805,345,225,1.0,2
797,celesteela,steel,flying,beast-boost,,,97,101,103,107,101,61,999.9,9.2,570,9991,9797,0.9439251454275565,269,301,1.0,1
798,kartana,grass,steel,beast-boost,,,59,181,131,59,31,109,0.1,0.3,570,7729,1829,3.067796090204052,349,221,1.0,3
799,guzzlord,dark,dragon,beast-boost,,,223,101,53,97,53,43,888.0,5.5,570,11819,11819,1.0412370060580405,241,329,1.0,0
800,necrozma,psychic,,prism-armor,,,97,107,101,127,89,79,230.0,2.4,600,9797,8633,0.8425196186992426,313,287,1.0,1
801,magearna,steel,fairy,soul-heart,,,80,95,115,130,115,65,80.5,1.0,600,9200,9200,0.7307691745562174,290,310,1.0,1
802,marshadow,fighting,ghost,technician,,,90,125,80,90,90,125,22.2,0.7,600,7200,8100,1.3888887345679184,340,260,1.0,4
803,poipole,poison,,beast-boost,,,67,73,67,73,67,73,1.8,0.6,420,4489,4489,0.9999998630137173,219,201,1.0,1
804,naganadel,poison,dragon,beast-boost,,,73,73,73,127,73,121,150.0,3.6,540,5329,5329,0.5748031043462123,321,219,1.0,4
805,stakataka,rock,steel,beast-boost,,,61,131,211,53,101,13,820.0,5.5,570,12871,6161,2.4716976468495004,197,373,1.0,0
806,blacephalon,fire,ghost,beast-boost,,,53,127,53,151,79,107,13.0,1.8,570,2809,4187,0.8410595469496989,385,185,1.0,3
807,zeraora,electric,,volt-absorb,,,88,112,75,102,80,143,44.5,1.5,600,6600,7040,1.0980391080353815,357,243,1.0,4
808,meltan,steel,,magnet-pull,,,46,65,65,55,35,34,8.0,0.2,300,2990,1610,1.1818179669421878,154,146,1.0,0
809,melmetal,steel,,iron-fist,,,135,143,143,80,65,34,800.0,2.5,600,19305,8775,1.7874997765625278,257,343,1.0,0
810,grookey,grass,,overgrow,grassy-surge,,50,65,50,40,40,65,5.0,0.3,310,2500,2000,1.6249995937501014,170,140,1.0,1
811,thwackey,grass,,overgrow,grassy-surge,,70,85,70,55,60,80,14.0,0.7,420,4900,4200,1.5454542644628608,220,200,1.0,2
812,rillaboom,grass,,overgrow,grassy-surge,,100,125,90,60,70,85,90.0,2.1,530,9000,7000,2.0833329861111687,270,260,1.0,2
813,scorbunny,fire,,blaze,libero,,50,71,40,40,40,69,4.5,0.3,310,2000,2000,1.7749995562501109,180,130,1.0,1
814,raboot,fire,,blaze,libero,,65,86,60,55,60,94,9.0,0.6,420,3900,3900,1.5636360793388946,235,185,1.0,2
815,cinderace,fire,,blaze,libero,,80,116,75,65,75,119,33.0,1.4,530,6000,6000,1.7846151100592138,300,230,1.0,3
816,sobble,water,,torrent,sniper,,50,40,40,70,40,70,4.0,0.3,310,2000,2000,0.57142848979593,180,130,1.0,1
817,drizzile,water,,torrent,sniper,,65,60,55,95,55,90,11.5,0.7,420,3575,3575,0.6315788808864335,245,175,1.0,2
818,inteleon,water,,torrent,sniper,,70,85,65,125,65,120,45.2,1.9,530,4550,4550,0.6799999456000043,330,200,1.0,4
819,skwovet,normal,,cheek-pouch,gluttony,,70,55,55,35,35,25,2.5,0.3,275,3850,2450,1.5714281224491078,115,160,1.0,0
820,greedent,normal,,cheek-pouch,gluttony,,120,95,95,55,75,20,6.0,0.6,460,11400,9000,1.7272724132231976,170,290,1.0,0
821,rookidee,flying,,keen-eye,unnerve,big-pecks,38,47,35,33,35,57,1.8,0.2,245,1330,1330,1.4242419926539416,137,108,1.0,1
822,corvisquire,flying,,keen-eye,unnerve,big-pecks,68,67,55,43,55,77,16.0,0.8,365,3740,3740,1.5581391725257736,187,178,1.0,1
823,corviknight,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,75.0,2.2,495,10290,8330,1.6415091242435613,207,288,1.0,1
824,blipbug,bug,,swarm,compound-eyes,telepathy,25,20,20,25,45,45,8.0,0.4,180,500,1125,0.799999680000128,90,90,1.0,0
825,dottler,bug,psychic,swarm,compound-eyes,telepathy,50,35,80,50,90,30,19.5,0.4,335,4000,4500,0.699999860000028,115,220,1.0,0
826,orbeetle,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,40.8,0.4,505,6600,7200,0.5624999296875087,215,290,1.0,2
827,nickit,dark,,run-away,unburden,stakeout,40,28,28,47,52,50,8.9,0.6,245,1120,2080,0.5957445540969033,125,120,1.0,1
828,thievul,dark,,run-away,unburden,stakeout,70,58,58,87,92,90,19.9,1.2,455,4060,6440,0.666666590038323,235,220,1.0,2
829,gossifleur,grass,,cotton-down,regenerator,effect-spore,40,40,60,40,60,10,2.2,0.4,250,2400,2400,0.9999997500000625,90,160,1.0,0
830,eldegoss,grass,,cotton-down,regenerator,effect-spore,60,50,90,80,120,60,2.5,0.5,460,5400,7200,0.6249999218750097,190,270,1.0,1
831,wooloo,normal,,fluffy,run-away,bulletproof,42,40,55,40,45,48,6.0,0.6,270,2310,1890,0.9999997500000625,128,142,1.0,0
832,dubwool,normal,,fluffy,steadfast,bulletproof,72,80,100,60,90,88,43.0,1.3,490,7200,6480,1.3333331111111482,228,262,1.0,2
833,chewtle,water,,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44,8.5,0.3,284,2500,1900,1.6842100831026097,146,138,1.0,0
834,drednaw,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,115.5,1.0,485,8100,6120,2.3958328342014927,237,248,1.0,1
835,yamper,electric,,ball-fetch,rattled,,59,45,50,40,50,26,13.5,0.3,270,2950,2950,1.1249997187500702,111,159,1.0,0
836,boltund,electric,,strong-jaw,competitive,,69,90,60,90,60,121,34.0,1.0,490,4140,4140,0.9999998888889012,301,189,1.0,4
837,rolycoly,rock,,steam-engine,heatproof,flash-fire,30,40,50,40,50,30,12.0,0.3,240,1500,1500,0.9999997500000625,110,130,1.0,0
838,carkol,rock,fire,steam-engine,flame-body,flash-fire,80,60,90,60,70,50,78.0,1.1,410,7200,5600,0.9999998333333611,170,240,1.0,1
839,coalossal,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,310.5,2.8,510,13200,9900,0.9999998750000156,190,320,1.0,0
840,applin,grass,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20,0.5,0.2,260,3200,1600,0.9999997500000625,100,160,1.0,0
841,flapple,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,1.0,0.3,485,5600,4200,1.1578946149584615,275,210,1.0,1
842,appletun,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,13.0,0.4,485,8800,8800,0.8499999150000085,215,270,1.0,0
843,silicobra,ground,,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46,7.6,2.2,315,3900,2600,1.6285709632654388,138,177,1.0,0
844,sandaconda,ground,,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,65.5,3.8,510,9000,5040,1.646153592899447,243,267,1.0,1
845,cramorant,flying,water,gulp-missile,,,70,85,55,85,95,85,18.0,0.8,475,3850,6650,0.999999882352955,255,220,1.0,2
846,arrokuda,water,,swift-swim,propeller-tail,,41,63,40,40,30,66,1.0,0.5,280,1640,1230,1.5749996062500984,169,111,1.0,1
847,barraskewda,water,,swift-swim,propeller-tail,,61,123,60,60,50,136,30.0,1.3,490,3660,3050,2.04999965833339,319,171,1.0,4
848,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,11.0,0.4,242,1400,1400,0.7037035733882271,132,110,1.0,0
849,toxtricity-amped,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,40.0,1.6,502,5250,5250,0.8596490473992063,287,215,1.0,1
850,sizzlipede,fire,bug,flash-fire,white-smoke,flame-body,50,65,45,50,50,45,1.0,0.7,305,2250,2500,1.2999997400000518,160,145,1.0,0
851,centiskorch,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,120.0,3.0,525,6500,9000,1.2777776358024848,270,255,1.0,1
852,clobbopus,fighting,,limber,technician,,50,68,60,50,50,32,4.0,0.6,310,3000,2500,1.3599997280000544,150,160,1.0,0
853,grapploct,fighting,,limber,technician,,80,118,90,70,80,42,39.0,1.6,480,7200,6400,1.6857140448979935,230,250,1.0,0
854,sinistea,ghost,,weak-armor,cursed-body,,40,45,45,74,54,50,0.2,0.1,308,1800,2160,0.6081080259313478,169,139,1.0,1
855,polteageist,ghost,,weak-armor,cursed-body,,60,65,65,134,114,70,0.4,0.2,508,3900,6840,0.48507459066607533,269,239,1.0,1
856,hatenna,psychic,,healer,anticipation,magic-bounce,42,30,45,56,53,39,3.4,0.4,265,1890,2226,0.5357141900510375,125,140,1.0,0
857,hattrem,psychic,,healer,anticipation,magic-bounce,57,40,65,86,73,49,4.8,0.6,370,3705,4161,0.46511622498648547,175,195,1.0,0
858,hatterene,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,5.1,2.1,510,5415,5871,0.661764657223187,255,255,1.0,0
859,impidimp,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50,5.5,0.4,265,1350,1800,0.8181816694215146,150,115,1.0,1
860,morgrem,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,12.5,0.8,370,2925,3575,0.7999998933333475,205,165,1.0,1
861,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,61.0,1.5,510,6175,7125,1.263157761772867,275,235,1.0,1
862,obstagoon,dark,normal,reckless,guts,defiant,93,90,101,60,81,95,46.0,1.6,520,9393,7533,1.4999997500000415,245,275,1.0,2
863,perrserker,steel,,battle-armor,tough-claws,steely-spirit,70,110,100,50,60,50,28.0,0.8,440,7000,4200,2.1999995600000877,210,230,1.0,1
864,cursola,ghost,,weak-armor,perish-body,,60,95,50,145,130,30,0.4,1.0,510,3000,7800,0.6551723686088021,270,240,1.0,0
865,sirfetchd,fighting,,steadfast,scrappy,,62,135,95,68,82,65,117.0,0.8,507,5890,5084,1.9852938256920845,268,239,1.0,1
866,mr-rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70,58.2,1.5,520,6000,8000,0.7727272024793452,265,255,1.0,1
867,runerigus,ground,ghost,wandering-spirit,,,58,95,145,50,105,30,66.6,1.6,483,8410,6090,1.899999620000076,175,308,1.0,0
868,milcery,fairy,,sweet-veil,aroma-veil,,45,40,40,50,61,34,0.3,0.2,270,1800,2745,0.799999840000032,124,146,1.0,0
869,alcremie,fairy,,sweet-veil,aroma-veil,,65,60,75,110,121,64,0.5,0.3,495,4875,7865,0.5454544958677731,234,261,1.0,1
870,falinks,fighting,,battle-armor,defiant,,65,100,100,70,60,75,62.0,3.0,470,6500,3900,1.428571224489825,245,225,1.0,1
871,pincurchin,electric,,lightning-rod,electric-surge,,48,101,95,91,85,15,1.0,0.3,435,4560,4080,1.109889987924177,207,228,1.0,0
872,snom,ice,bug,shield-dust,ice-scales,,30,25,35,45,30,20,3.8,0.3,185,1050,900,0.5555554320987929,90,95,1.0,0
873,frosmoth,ice,bug,shield-dust,ice-scales,,70,65,60,125,90,65,42.0,1.3,475,4200,6300,0.5199999584000033,255,220,1.0,1
874,stonjourner,rock,,power-spot,,,100,125,135,20,20,70,520.0,2.5,470,13500,2000,6.249996875001562,215,255,1.0,1
875,eiscue-ice,ice,,ice-face,,,75,80,110,65,90,50,89.0,1.4,470,8250,6750,1.2307690414201473,195,275,1.0,1
876,indeedee-male,psychic,normal,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95,28.0,0.9,475,3300,5700,0.6190475600907085,265,210,1.0,2
877,morpeko-full-belly,electric,dark,hunger-switch,,,58,95,58,70,58,97,3.0,0.3,436,3364,3364,1.3571426632653338,262,174,1.0,2
878,cufant,steel,,sheer-force,heavy-metal,,72,80,49,40,49,40,100.0,1.2,330,3528,3528,1.999999500000125,160,170,1.0,0
879,copperajah,steel,,sheer-force,heavy-metal,,122,130,69,80,69,30,650.0,3.0,500,8418,8418,1.6249997968750254,240,260,1.0,0
880,dracozolt,electric,dragon,volt-absorb,hustle,sand-rush,90,100,90,80,70,75,190.0,1.8,505,8100,6300,1.2499998437500195,255,250,1.0,1
881,arctozolt,electric,ice,volt-absorb,static,slush-rush,90,100,90,90,80,55,150.0,2.3,505,8100,7200,1.1111109876543346,245,260,1.0,1
882,dracovish,water,dragon,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75,215.0,2.3,505,9000,7200,1.2857141020408425,235,270,1.0,1
883,arctovish,water,ice,water-absorb,ice-body,slush-rush,90,90,100,80,90,55,175.0,2.0,505,9000,8100,1.1249998593750175,225,280,1.0,1
884,duraludon,steel,dragon,light-metal,heavy-metal,stalwart,70,95,115,120,50,85,40.0,1.8,535,8050,3500,0.7916666006944499,300,235,1.0,2
885,dreepy,dragon,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82,2.0,0.5,270,840,840,1.4999996250000935,182,88,1.0,2
886,drakloak,dragon,ghost,clear-body,infiltrator,cursed-body,68,80,50,60,50,102,11.0,1.4,410,3400,3400,1.3333331111111482,242,168,1.0,3
887,dragapult,dragon,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142,50.0,3.0,600,6600,6600,1.199999880000012,362,238,1.0,4
888,zacian,fairy,,intrepid-sword,,,92,120,115,80,115,138,110.0,2.8,660,10580,10580,1.4999998125000233,338,322,1.0,4
889,zamazenta,fighting,,dauntless-shield,,,92,120,115,80,115,138,210.0,2.9,660,10580,10580,1.4999998125000233,338,322,1.0,4
890,eternatus,poison,dragon,pressure,,,140,85,95,145,95,130,950.0,20.0,690,13300,13300,0.5862068561236651,360,330,1.0,4
891,kubfu,fighting,,inner-focus,,,60,90,60,53,50,72,12.0,0.6,385,3600,3000,1.6981128871485118,215,170,1.0,1
892,urshifu-single-strike,fighting,dark,unseen-fist,,,100,130,100,63,60,97,105.0,1.9,550,10000,6000,2.0634917359536926,290,260,1.0,2
893,zarude,dark,grass,leaf-guard,,,105,120,105,70,95,105,70.0,1.8,600,11025,9975,1.71428546938779,295,305,1.0,3
894,regieleki,electric,,transistor,,,80,100,50,100,50,200,145.0,1.2,580,4000,4000,0.9999999000000099,400,180,1.0,4
895,regidrago,dragon,,dragons-maw,,,200,100,50,100,50,80,200.0,2.1,580,10000,10000,0.9999999000000099,280,300,1.0,2
896,glastrier,ice,,chilling-neigh,,,100,145,130,65,110,30,800.0,2.2,580,13000,11000,2.2307688875740173,240,340,1.0,0
897,spectrier,ghost,,grim-neigh,,,100,65,60,145,80,130,44.5,2.0,580,6000,8000,0.4482758311533909,340,240,1.0,4
898,calyrex,psychic,grass,unnerve,,,100,80,80,80,80,80,7.7,1.1,500,8000,8000,0.9999998750000156,240,260,1.0,2
899,wyrdeer,normal,psychic,intimidate,frisk,sap-sipper,103,105,72,105,75,65,95.1,1.8,525,7416,7725,0.9999999047619138,275,250,1.0,1
900,kleavor,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85,89.0,1.8,500,6650,4900,2.999999333333481,265,235,1.0,2
901,ursaluna,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50,290.0,2.4,550,13650,10400,3.1111104197532398,235,315,1.0,1
902,basculegion-male,water,ghost,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78,110.0,3.0,530,7800,9000,1.3999998250000218,270,260,1.0,1
903,sneasler,fighting,poison,pressure,unburden,poison-touch,80,130,60,40,80,120,43.0,1.3,510,4800,6400,3.249999187500203,290,220,1.0,4
904,overqwil,dark,poison,poison-point,swift-swim,intimidate,85,115,95,65,65,85,60.5,2.5,510,8075,5525,1.7692304970414618,265,245,1.0,2
905,enamorus-incarnate,fairy,flying,cute-charm,contrary,,74,115,70,135,80,106,48.0,1.6,580,5180,5920,0.8518517887517193,356,224,1.0,3
906,sprigatito,grass,,overgrow,protean,,40,61,54,45,45,65,4.1,0.4,310,2160,1800,1.3555552543210545,171,139,1.0,1
907,floragato,grass,,overgrow,protean,,61,80,63,60,63,83,12.2,0.9,410,3843,3843,1.3333331111111482,223,187,1.0,2
908,meowscarada,grass,dark,overgrow,protean,,76,110,70,81,70,123,31.2,1.5,530,5320,5320,1.358024523700676,314,216,1.0,4
909,fuecoco,fire,,blaze,unaware,,67,45,59,63,40,36,9.8,0.4,310,3953,2680,0.7142856009070474,144,166,1.0,0
910,crocalor,fire,,blaze,unaware,,81,55,78,90,58,49,30.7,1.0,411,6318,4698,0.6111110432098841,194,217,1.0,0
911,skeledirge,fire,ghost,blaze,unaware,,104,75,100,110,75,66,326.5,1.6,530,10400,7800,0.6818181198347164,251,279,1.0,1
912,quaxly,water,,torrent,moxie,,55,65,45,50,45,50,6.1,0.5,310,2475,2475,1.2999997400000518,165,145,1.0,1
913,quaxwell,water,,torrent,moxie,,70,85,65,65,60,65,21.5,1.2,410,4550,4200,1.3076921065089067,215,195,1.0,1
914,quaquaval,water,fighting,torrent,moxie,,85,120,80,85,75,85,61.9,1.8,530,6800,6375,1.411764539792407,290,240,1.0,2
915,lechonk,normal,,aroma-veil,gluttony,thick-fat,54,45,40,35,45,35,10.2,0.5,254,2160,2430,1.2857139183674517,115,139,1.0,0
916,oinkologne-male,normal,,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65,120.0,1.0,489,8250,8800,1.6949149669635648,224,265,1.0,1
917,tarountula,bug,,insomnia,stakeout,,35,41,45,29,40,20,4.0,0.3,210,1575,1400,1.4137926159335807,90,120,1.0,0
918,spidops,bug,,insomnia,stakeout,,60,79,92,52,86,35,16.5,1.0,404,5520,5160,1.519230477071062,166,238,1.0,0
919,nymble,bug,,swarm,tinted-lens,,33,46,40,21,25,45,1.0,0.2,210,1320,825,2.190475147392787,112,98,1.0,0
920,lokix,bug,dark,swarm,tinted-lens,,71,102,78,52,55,92,17.5,1.0,450,5538,3905,1.961538084319599,246,204,1.0,2
921,pawmi,electric,,static,natural-cure,iron-fist,45,50,20,40,25,60,2.5,0.3,240,900,1125,1.249999687500078,150,90,1.0,1
922,pawmo,electric,fighting,volt-absorb,natural-cure,iron-fist,60,75,40,50,40,85,6.5,0.4,350,2400,2400,1.49999970000006,210,140,1.0,2
923,pawmot,electric,fighting,volt-absorb,natural-cure,iron-fist,70,115,70,70,60,105,41.0,0.9,490,4900,4200,1.6428569081632987,290,200,1.0,3
924,tandemaus,normal,,run-away,pickup,own-tempo,50,50,45,40,45,75,1.8,0.3,305,2250,2250,1.249999687500078,165,140,1.0,1
925,maushold-family-of-four,normal,,friend-guard,cheek-pouch,technician,74,75,70,65,75,111,2.3,0.3,470,5180,5550,1.1538459763313882,251,219,1.0,3
926,fidough,fairy,,own-tempo,klutz,,37,55,70,30,55,65,10.9,0.3,312,2590,2035,1.833332722222426,150,162,1.0,1
927,dachsbun,fairy,,well-baked-body,aroma-veil,,57,80,115,50,80,95,14.9,0.5,477,6555,4560,1.599999680000064,225,252,1.0,2
928,smoliv,grass,normal,early-bird,harvest,,41,35,45,58,51,30,6.5,0.3,260,1845,2091,0.6034481718192807,123,137,1.0,0
929,dolliv,grass,normal,early-bird,harvest,,52,53,60,78,78,33,11.9,0.6,354,3120,4056,0.6794870923734496,164,190,1.0,0
930,arboliva,grass,normal,seed-sower,harvest,,78,69,90,125,109,39,48.2,1.4,510,7020,8502,0.5519999558400035,233,277,1.0,0
931,squawkabilly-green-plumage,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,2.4,0.6,417,4182,4182,2.1333328592593643,233,184,1.0,2
932,nacli,rock,,purifying-salt,sturdy,clear-body,55,55,75,35,35,25,16.0,0.4,280,4125,1925,1.5714281224491078,115,165,1.0,0
933,naclstack,rock,,purifying-salt,sturdy,clear-body,60,60,100,35,65,35,105.0,0.6,355,6000,3900,1.7142852244899358,130,225,1.0,0
934,garganacl,rock,,purifying-salt,sturdy,clear-body,100,100,130,45,90,35,240.0,2.3,500,13000,9000,2.2222217283951715,180,320,1.0,0
935,charcadet,fire,,flash-fire,flame-body,,40,50,40,50,40,35,10.5,0.6,255,1600,1600,0.99999980000004,135,120,1.0,0
936,armarouge,fire,psychic,flash-fire,weak-armor,,85,60,100,125,80,75,85.0,1.5,525,8500,6800,0.4799999616000031,260,265,1.0,1
937,ceruledge,fire,ghost,flash-fire,weak-armor,,75,125,80,60,100,85,62.0,1.6,525,6000,7500,2.0833329861111687,270,255,1.0,2
938,tadbulb,electric,,own-tempo,static,damp,61,31,41,59,35,45,0.4,0.3,272,2501,2135,0.5254236397587051,135,137,1.0,0
939,bellibolt,electric,,electromorphosis,static,damp,109,64,91,103,83,45,113.0,1.2,495,9919,9047,0.6213591629748385,212,283,1.0,0
940,wattrel,electric,flying,wind-power,volt-absorb,competitive,40,40,35,55,40,70,3.6,0.4,280,1400,1600,0.7272725950413463,165,115,1.0,1
941,kilowattrel,electric,flying,wind-power,volt-absorb,competitive,70,70,60,105,60,125,38.6,1.4,490,4200,4200,0.6666666031746092,300,190,1.0,4
942,maschiff,dark,,intimidate,run-away,stakeout,60,78,60,40,51,51,16.0,0.5,340,3600,3060,1.9499995125001217,169,171,1.0,1
943,mabosstiff,dark,,intimidate,guard-dog,stakeout,80,120,90,60,70,85,61.0,1.1,505,7200,5600,1.9999996666667221,265,240,1.0,2
944,shroodle,poison,normal,unburden,pickpocket,prankster,40,65,35,40,35,75,0.7,0.2,290,1400,1400,1.6249995937501014,180,110,1.0,1
945,grafaiai,poison,normal,unburden,poison-touch,prankster,63,95,65,80,72,110,27.2,0.7,485,4095,4536,1.1874998515625186,285,200,1.0,3
946,bramblin,grass,ghost,wind-rider,infiltrator,,40,65,30,45,35,60,0.6,0.6,275,1200,1400,1.4444441234568615,170,105,1.0,1
947,brambleghast,grass,ghost,wind-rider,infiltrator,,55,115,70,80,70,90,6.0,1.2,480,3850,3850,1.4374998203125224,285,195,1.0,2
948,toedscool,ground,grass,mycelium-might,,,40,40,35,50,100,70,33.0,0.9,335,1400,4000,0.799999840000032,160,175,1.0,1
949,toedscruel,ground,grass,mycelium-might,,,80,70,65,80,120,100,58.0,1.9,515,5200,9600,0.8749998906250136,250,265,1.0,3
950,klawf,rock,,anger-shell,shell-armor,regenerator,70,100,115,35,55,75,79.0,1.3,450,8050,3850,2.8571420408165595,210,240,1.0,1
951,capsakid,grass,,chlorophyll,insomnia,klutz,50,62,40,62,40,50,3.0,0.3,304,2000,2000,0.9999998387097034,174,130,1.0,1
952,scovillain,grass,fire,chlorophyll,insomnia,moody,65,108,65,108,65,75,15.0,0.9,486,4225,4225,0.999999907407416,291,195,1.0,1
953,rellor,bug,,compound-eyes,shed-skin,,41,50,60,31,58,30,1.0,0.2,270,2460,2378,1.6129027055152563,111,159,1.0,0
954,rabsca,bug,psychic,synchronize,telepathy,,75,50,85,115,100,45,3.5,0.3,470,6375,7500,0.4347825708884721,210,260,1.0,0
955,flittle,psychic,,anticipation,frisk,speed-boost,30,35,30,55,30,75,1.5,0.2,255,900,900,0.6363635206611781,165,90,1.0,1
956,espathra,psychic,,opportunist,frisk,speed-boost,95,60,60,101,60,105,90.0,1.9,481,5700,5700,0.5940593471228369,266,215,1.0,3
957,tinkatink,fairy,steel,mold-breaker,own-tempo,pickpocket,50,45,45,35,64,58,8.9,0.4,297,2250,3200,1.2857139183674517,138,159,1.0,1
958,tinkatuff,fairy,steel,mold-breaker,own-tempo,pickpocket,65,55,55,45,82,78,59.1,0.7,380,3575,5330,1.2222219506173442,178,202,1.0,1
959,tinkaton,fairy,steel,mold-breaker,own-tempo,pickpocket,85,75,77,70,105,94,112.8,0.7,506,6545,8925,1.0714284183673688,239,267,1.0,2
