id,name,type,category,base_power,accuracy,priority,target,flags,secondary,boosts,self,volatileStatus,selfSwitch,recoil,drain,multihit,selfdestruct,critRatio
mortalspin,Mortal Spin,poison,Physical,30,100,0,allAdjacentFoes,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mountaingale,Mountain Gale,ice,Physical,100,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mudbomb,Mud Bomb,ground,Special,65,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}","{""chance"": 30, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
muddywater,Muddy Water,water,Special,90,85,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}","{""chance"": 30, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mudshot,Mud Shot,ground,Special,55,95,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mudslap,Mud-Slap,ground,Special,20,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mudsport,Mud Sport,ground,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
multiattack,Multi-Attack,normal,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mysticalfire,Mystical Fire,fire,Special,75,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spa"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mysticalpower,Mystical Power,psychic,Special,70,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""spa"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
nastyplot,Nasty Plot,dark,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""spa"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
naturalgift,Natural Gift,normal,Physical,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
naturepower,Nature Power,normal,Status,0,true,0,normal,"{""failencore"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
naturesmadness,Nature's Madness,fairy,Special,0,90,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
needlearm,Needle Arm,grass,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
neverendingnightmare,Never-Ending Nightmare,ghost,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
nightdaze,Night Daze,dark,Special,85,95,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 40, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
nightmare,Nightmare,ghost,Status,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},nightmare,False,"[0, 1]","[0, 1]",1,,1
nightshade,Night Shade,ghost,Special,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
nightslash,Night Slash,dark,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
nihillight,Nihil Light,dragon,Special,100,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
nobleroar,Noble Roar,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},"{""atk"": -1, ""spa"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
noretreat,No Retreat,fighting,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""atk"": 1, ""def"": 1, ""spa"": 1, ""spd"": 1, ""spe"": 1}",{},noretreat,False,"[0, 1]","[0, 1]",1,,1
noxioustorque,Noxious Torque,poison,Physical,100,100,0,normal,"{""protect"": 1, ""failencore"": 1, ""failmefirst"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1, ""nosketch"": 1}","{""chance"": 30, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
nuzzle,Nuzzle,electric,Physical,20,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
oblivionwing,Oblivion Wing,flying,Special,80,100,0,any,"{""protect"": 1, ""mirror"": 1, ""distance"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[3, 4]",1,,1
obstruct,Obstruct,dark,Status,0,100,4,self,"{""failinstruct"": 1}",{},{},{},obstruct,False,"[0, 1]","[0, 1]",1,,1
oceanicoperetta,Oceanic Operetta,water,Special,195,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
octazooka,Octazooka,water,Special,65,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}","{""chance"": 50, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
octolock,Octolock,fighting,Status,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},octolock,False,"[0, 1]","[0, 1]",1,,1
odorsleuth,Odor Sleuth,normal,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},foresight,False,"[0, 1]","[0, 1]",1,,1
ominouswind,Ominous Wind,ghost,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""self"": {""boosts"": {""atk"": 1, ""def"": 1, ""spa"": 1, ""spd"": 1, ""spe"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
orderup,Order Up,dragon,Physical,80,100,0,normal,"{""protect"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
originpulse,Origin Pulse,water,Special,110,85,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""pulse"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
outrage,Outrage,dragon,Physical,120,100,0,randomNormal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""failinstruct"": 1}",{},{},"{""volatileStatus"": ""lockedmove""}",,False,"[0, 1]","[0, 1]",1,,1
overdrive,Overdrive,electric,Special,80,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
overheat,Overheat,fire,Special,130,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spa"": -2}}",,False,"[0, 1]","[0, 1]",1,,1
painsplit,Pain Split,normal,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
paraboliccharge,Parabolic Charge,electric,Special,65,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
partingshot,Parting Shot,dark,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,true,"[0, 1]","[0, 1]",1,,1
payback,Payback,dark,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
payday,Pay Day,normal,Physical,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
peck,Peck,flying,Physical,35,100,0,any,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
perishsong,Perish Song,normal,Status,0,true,0,all,"{""sound"": 1, ""distance"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
petalblizzard,Petal Blizzard,grass,Physical,90,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""wind"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
petaldance,Petal Dance,grass,Special,120,100,0,randomNormal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""dance"": 1, ""metronome"": 1, ""failinstruct"": 1}",{},{},"{""volatileStatus"": ""lockedmove""}",,False,"[0, 1]","[0, 1]",1,,1
phantomforce,Phantom Force,ghost,Physical,90,100,0,normal,"{""contact"": 1, ""charge"": 1, ""mirror"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
photongeyser,Photon Geyser,psychic,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
pikapapow,Pika Papow,electric,Special,0,true,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
pinmissile,Pin Missile,bug,Physical,25,95,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
plasmafists,Plasma Fists,electric,Physical,100,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
playnice,Play Nice,normal,Status,0,true,0,normal,"{""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},"{""atk"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
playrough,Play Rough,fairy,Physical,90,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""boosts"": {""atk"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
pluck,Pluck,flying,Physical,60,100,0,any,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
poisonfang,Poison Fang,poison,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}","{""chance"": 50, ""status"": ""tox""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
poisongas,Poison Gas,poison,Status,0,90,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
poisonjab,Poison Jab,poison,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
poisonpowder,Poison Powder,poison,Status,0,75,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1, ""powder"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
poisonsting,Poison Sting,poison,Physical,15,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
poisontail,Poison Tail,poison,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,2
pollenpuff,Pollen Puff,bug,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
poltergeist,Poltergeist,ghost,Physical,110,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
populationbomb,Population Bomb,normal,Physical,20,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",10,,1
pounce,Pounce,bug,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
pound,Pound,normal,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
powder,Powder,bug,Status,0,100,1,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1, ""powder"": 1}",{},{},{},powder,False,"[0, 1]","[0, 1]",1,,1
powdersnow,Powder Snow,ice,Special,40,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""frz""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
powergem,Power Gem,rock,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
powershift,Power Shift,normal,Status,0,true,0,self,"{""snatch"": 1}",{},{},{},powershift,False,"[0, 1]","[0, 1]",1,,1
powersplit,Power Split,psychic,Status,0,true,0,normal,"{""protect"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
powerswap,Power Swap,psychic,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
powertrick,Power Trick,psychic,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},powertrick,False,"[0, 1]","[0, 1]",1,,1
powertrip,Power Trip,dark,Physical,20,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
poweruppunch,Power-Up Punch,fighting,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""atk"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
powerwhip,Power Whip,grass,Physical,120,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
precipiceblades,Precipice Blades,ground,Physical,120,85,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
present,Present,normal,Physical,0,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
prismaticlaser,Prismatic Laser,psychic,Special,160,100,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
protect,Protect,normal,Status,0,true,4,self,"{""noassist"": 1, ""failcopycat"": 1}",{},{},{},protect,False,"[0, 1]","[0, 1]",1,,1
psybeam,Psybeam,psychic,Special,65,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
psyblade,Psyblade,psychic,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psychic,Psychic,psychic,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
psychicfangs,Psychic Fangs,psychic,Physical,85,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psychicnoise,Psychic Noise,psychic,Special,75,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}","{""chance"": 100, ""volatileStatus"": ""healblock""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
psychicterrain,Psychic Terrain,psychic,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psychoboost,Psycho Boost,psychic,Special,140,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spa"": -2}}",,False,"[0, 1]","[0, 1]",1,,1
psychocut,Psycho Cut,psychic,Physical,70,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
psychoshift,Psycho Shift,psychic,Status,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psychup,Psych Up,normal,Status,0,true,0,normal,"{""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psyshieldbash,Psyshield Bash,psychic,Physical,70,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""def"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
psyshock,Psyshock,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psystrike,Psystrike,psychic,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
psywave,Psywave,psychic,Special,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
pulverizingpancake,Pulverizing Pancake,normal,Physical,210,true,0,normal,"{""contact"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
punishment,Punishment,dark,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
purify,Purify,poison,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
pursuit,Pursuit,dark,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
pyroball,Pyro Ball,fire,Physical,120,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""bullet"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
quash,Quash,dark,Status,0,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
quickattack,Quick Attack,normal,Physical,40,100,1,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
quickguard,Quick Guard,fighting,Status,0,true,3,allySide,"{""snatch"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
quiverdance,Quiver Dance,bug,Status,0,true,0,self,"{""snatch"": 1, ""dance"": 1, ""metronome"": 1}",{},"{""spa"": 1, ""spd"": 1, ""spe"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
rage,Rage,normal,Physical,20,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""rage""}",,False,"[0, 1]","[0, 1]",1,,1
ragefist,Rage Fist,ghost,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
ragepowder,Rage Powder,bug,Status,0,true,2,self,"{""noassist"": 1, ""failcopycat"": 1, ""powder"": 1}",{},{},{},ragepowder,False,"[0, 1]","[0, 1]",1,,1
ragingbull,Raging Bull,normal,Physical,90,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
ragingfury,Raging Fury,fire,Physical,120,100,0,randomNormal,"{""protect"": 1, ""mirror"": 1}",{},{},"{""volatileStatus"": ""lockedmove""}",,False,"[0, 1]","[0, 1]",1,,1
raindance,Rain Dance,water,Status,0,true,0,all,"{""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
rapidspin,Rapid Spin,normal,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""self"": {""boosts"": {""spe"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
razorleaf,Razor Leaf,grass,Physical,55,95,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
razorshell,Razor Shell,water,Physical,75,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}","{""chance"": 50, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
razorwind,Razor Wind,normal,Special,80,100,0,allAdjacentFoes,"{""charge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
recover,Recover,normal,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
recycle,Recycle,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
reflect,Reflect,psychic,Status,0,true,0,allySide,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
reflecttype,Reflect Type,normal,Status,0,true,0,normal,"{""protect"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
refresh,Refresh,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
relicsong,Relic Song,normal,Special,75,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1}","{""chance"": 10, ""status"": ""slp""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
rest,Rest,psychic,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
retaliate,Retaliate,normal,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
return,Return,normal,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
revelationdance,Revelation Dance,normal,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""dance"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
revenge,Revenge,fighting,Physical,60,100,-4,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
reversal,Reversal,fighting,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
revivalblessing,Revival Blessing,normal,Status,0,true,0,self,"{""heal"": 1, ""nosketch"": 1}",{},{},{},,true,"[0, 1]","[0, 1]",1,,1
risingvoltage,Rising Voltage,electric,Special,70,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
roar,Roar,normal,Status,0,true,-6,normal,"{""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
roaroftime,Roar of Time,dragon,Special,150,90,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
rockblast,Rock Blast,rock,Physical,25,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
rockclimb,Rock Climb,normal,Physical,90,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 20, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
rockpolish,Rock Polish,rock,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""spe"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
rockslide,Rock Slide,rock,Physical,75,90,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
rocksmash,Rock Smash,fighting,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
rockthrow,Rock Throw,rock,Physical,50,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
rocktomb,Rock Tomb,rock,Physical,60,95,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
